"Vehicle Vin","Vehicle Make","Vehicle Model","Vehicle Trim Level","Vehicle Transmission Type","Vehicle Drive Type","Vehicle Type","Vehicle Year","Stock Number","Interior Color","Exterior Color","Engine","Cylinders","Cost","Wholesale","Retail","Mileage","Purchase Date","Comments","Inventory Type","Certified Pre Owned","Image URL","Option List","Total Cost","Down Payment","YouTube URL","Location Code","Market Value","Retail2","Other Price/Cost","Weekly Payment","Monthly Payment","Payment Details","Fuel Type","Interior Material","MSRP"
"4T1FA38P68U156554","TOYOTA","CAMRY SOLARA","SE","Automatic","FWD","Convertible","2008","4273","TAN","RED","3.3L","6","ZERO","ZERO","    2000.00","192093"," 4/23/2025","Video Test Drive (The Nitty Gritty): https://youtu.be/-rM9WfMEngs    Just the Basics:  Runs and drives good  Convertible top opens and closes the way it should and doesn't leak  Drives smooth-no suspension noise, good brakes  Tires: 40%-50%  Exhaust is a little louder.","Used","No","https://cdn.frazerphotos.com/22489/22489_000004273_lfhp2s7.jpg|https://cdn.frazerphotos.com/22489/22489_000004273_yui65x2.jpg|https://cdn.frazerphotos.com/22489/22489_000004273_x81vz40.jpg|https://cdn.frazerphotos.com/22489/22489_000004273_hwh1ltg.jpg|https://cdn.frazerphotos.com/22489/22489_000004273_r12mefm.jpg|https://cdn.frazerphotos.com/22489/22489_000004273_1vw0th2.jpg|https://cdn.frazerphotos.com/22489/22489_000004273_8acdgca.jpg|https://cdn.frazerphotos.com/22489/22489_000004273_azccefg.jpg|https://cdn.frazerphotos.com/22489/22489_000004273_b2ms7c1.jpg|https://cdn.frazerphotos.com/22489/22489_000004273_dymj3e3.jpg|https://cdn.frazerphotos.com/22489/22489_000004273_dyqox7w.jpg|https://cdn.frazerphotos.com/22489/22489_000004273_8lkihky.jpg|https://cdn.frazerphotos.com/22489/22489_000004273_sxbl68h.jpg|https://cdn.frazerphotos.com/22489/22489_4273_3993.jpg|https://cdn.frazerphotos.com/22489/22489_4273_3994.jpg|","Air Conditioning; Power Windows; Power Locks; Power Steering; Tilt Wheel; AM/FM CD/MP3; Satellite; Immobilizer; Keyless Entry; Daytime Running Lights; Dual Front Airbags; Side Airbags; Head Airbags; Rear Head Airbags; Active Seatbelts; All Wheel ABS","ZERO","       0.00","https://youtu.be/-rM9WfMEngs","0","    6039.00","    2000.00","     0","       0.00","       0.00","","Gasoline","","        "

"LCELDUZ41K6004573","CF MOTO","600","","Automatic","","Mid-Size","2019","3759","BLACK","ORANGE","","0","ZERO","ZERO","    3900.00","950"," 5/31/2022","*Great running 4 Wheeler.     *We have used it for a couple years.     *Has low miles and has been maintained as we have used it.     *Have used for snow plowing in the winter and weed spraying in the spring/summer and general leisure.      *  Will get a video test drive as soon as possible.    *    MUST MAKE AN APPOINTMENT to see because it may be at my house on any given day.","Used","No","https://cdn.frazerphotos.com/22489/22489_3759_3486.jpg|https://cdn.frazerphotos.com/22489/22489_3759_3480.jpg|https://cdn.frazerphotos.com/22489/22489_3759_3479.jpg|https://cdn.frazerphotos.com/22489/22489_3759_3481.jpg|","","ZERO","       0.00","","0","       0.00","    3900.00","     0","       0.00","       0.00","","Gasoline","","        "

"3JB1GAN45LK001064","CAN AM","MAVERICK","SIDE BY SIDE","Automatic","","Mid-Size","2020","4291","BLACK","BLACK","","0","ZERO","ZERO","    8000.00","1275"," 5/30/2025","*Great running side by side.         *Brand new front end. Replaced Suspension Parts.     *Fresh Oil Change.         *Will get a video test drive as soon as possible.         *MUST MAKE AN APPOINTMENT to see as it may be at our house on any given day. This is currently my favorite ''toy''...serious buyers only. Firm on price. No trades.","Used","No","https://cdn.frazerphotos.com/22489/22489_4291_3826.jpg|https://cdn.frazerphotos.com/22489/22489_4291_3827.jpg|https://cdn.frazerphotos.com/22489/22489_4291_3828.jpg|https://cdn.frazerphotos.com/22489/22489_4291_3829.jpg|https://cdn.frazerphotos.com/22489/22489_4291_3830.jpg|","","ZERO","       0.00","","0","       0.00","    8000.00","     0","       0.00","       0.00","","Gasoline","","        "

"1N6AD0EV4BC400462","NISSAN","FRONTIER","S","Automatic","4WD","Pick-Up","2011","3979","","BLACK","4.0L","6","ZERO","ZERO","    5000.00","141088"," 5/25/2023","Video Test Drive URL: (The Nitty Gritty) https://youtu.be/M7P-RhESt6o?si=thma4xj3KitDLO_D        Just the Basics:        *This truck runs and drives well. Motor sounds good and it shifts the way it's supposed to.     *4x4 works. Brakes and suspension are solid.     *    Passenger side window likely needs a regulator.     *    Recent Major Maintenance & Repairs:     Brand new Nissan OEM fuel pump installed.    New Nissan OEM crank and cam sensors. Still seems to have a longer crank than normal (I think).     Brand new battery (installed November/December last year).","Used","No","https://cdn.frazerphotos.com/22489/22489_000003979_thg9ggy.jpg|https://cdn.frazerphotos.com/22489/22489_000003979_kkg47xd.jpg|https://cdn.frazerphotos.com/22489/22489_000003979_5ohoxgg.jpg|https://cdn.frazerphotos.com/22489/22489_000003979_lsdryk3.jpg|https://cdn.frazerphotos.com/22489/22489_000003979_vryhbs6.jpg|https://cdn.frazerphotos.com/22489/22489_000003979_17nnpuw.jpg|https://cdn.frazerphotos.com/22489/22489_000003979_wup3dxj.jpg|https://cdn.frazerphotos.com/22489/22489_000003979_h36pid7.jpg|https://cdn.frazerphotos.com/22489/22489_000003979_l26acww.jpg|https://cdn.frazerphotos.com/22489/22489_000003979_yek2dyl.jpg|https://cdn.frazerphotos.com/22489/22489_000003979_lk5y3cg.jpg|https://cdn.frazerphotos.com/22489/22489_3979_3948.jpg|https://cdn.frazerphotos.com/22489/22489_3979_3947.jpg|","Tilt Wheel; Immobilizer; Keyless Entry; Dual Front Airbags; Side Airbags; Head Airbags; Rear Head Airbags; Active Seatbelts; Crew Cab; Regular Bed; All Wheel ABS","ZERO","       0.00","https://youtu.be/M7P-RhESt6o?si=R8EEm7bC6ZXrhv4n","0","       0.00","    5000.00","     0","       0.00","       0.00","","Gasoline","","        "

"KL4CJFSB5DB105181","BUICK","ENCORE","CONVENIENCE","Automatic","AWD","SUV","2013","4310","BLACK","BLACK","1.4L","4","ZERO","ZERO","    3000.00","181028"," 7/24/2025","Virtual Test Drive URL (The Nitty Gritty): https://youtu.be/Dxhl4pKS-Tw    Just the Basics:    *AWD, fuel efficient SUV with backup cam     *Drives well. Brakes good.     *Tires 35%-45% all the way around    *Auction said they heard some suspension noise, but I didn't hear anything.     *AC blows cold, BUT blower motor is pretty loud","Used","No","https://cdn.frazerphotos.com/22489/22489_000004310_cn3tetf.jpg|https://cdn.frazerphotos.com/22489/22489_000004310_9ht6pfx.jpg|https://cdn.frazerphotos.com/22489/22489_000004310_usm7cti.jpg|https://cdn.frazerphotos.com/22489/22489_000004310_8quztld.jpg|https://cdn.frazerphotos.com/22489/22489_000004310_t30xvxq.jpg|https://cdn.frazerphotos.com/22489/22489_000004310_9iy4ohv.jpg|https://cdn.frazerphotos.com/22489/22489_000004310_19dkjhl.jpg|https://cdn.frazerphotos.com/22489/22489_000004310_9ctkjv2.jpg|https://cdn.frazerphotos.com/22489/22489_000004310_dr7aaag.jpg|https://cdn.frazerphotos.com/22489/22489_000004310_1w38xk9.jpg|https://cdn.frazerphotos.com/22489/22489_000004310_f9hxq1x.jpg|https://cdn.frazerphotos.com/22489/22489_000004310_cab7ovg.jpg|https://cdn.frazerphotos.com/22489/22489_4310_3874.jpg|https://cdn.frazerphotos.com/22489/22489_4310_3875.jpg|","Air Conditioning; Power Windows; Power Locks; Power Steering; Tilt Wheel; AM/FM CD/MP3; Satellite; AM/FM CD/DVD; Sentry Key; Keyless Entry; Alarm; Daytime Running Lights; Dual Front Airbags; Side Airbags; Head Airbags; Rear Head Airbags; Active Seatbelts; All Wheel ABS","ZERO","       0.00","https://youtu.be/Dxhl4pKS-Tw","0","       0.00","    3000.00","     0","       0.00","       0.00","","Gasoline","","        "

"1J4BA3H17BL587586","JEEP","WRANGLER UNLIMI","SPORT","4-Speed Manual","4WD","SUV","2011","4329","","BLACK","3.8L","6","ZERO","ZERO","    7500.00","193743"," 8/21/2025","Video Test Drive URL (The Nitty Gritty): https://youtu.be/cf7VRuvmClk    Just the Basics:    6 Spd Manual transmission 193k Miles    Tires about 40% all the way around.     No check engine lights, but gate open light is on    Aftermarket radio-no sound?    AC works. Drives Good.     Cruise buttons don't seem to work","Used","No","https://cdn.frazerphotos.com/22489/22489_000004329_72umrsx.jpg|https://cdn.frazerphotos.com/22489/22489_000004329_zi5kvyo.jpg|https://cdn.frazerphotos.com/22489/22489_000004329_48k3gai.jpg|https://cdn.frazerphotos.com/22489/22489_000004329_2qr1i5e.jpg|https://cdn.frazerphotos.com/22489/22489_000004329_9h2dj3k.jpg|https://cdn.frazerphotos.com/22489/22489_000004329_syxayj8.jpg|https://cdn.frazerphotos.com/22489/22489_000004329_qqkvqmr.jpg|https://cdn.frazerphotos.com/22489/22489_000004329_qv2cxpw.jpg|https://cdn.frazerphotos.com/22489/22489_000004329_wock3iw.jpg|https://cdn.frazerphotos.com/22489/22489_000004329_zopg3sp.jpg|https://cdn.frazerphotos.com/22489/22489_000004329_jznyycz.jpg|https://cdn.frazerphotos.com/22489/22489_000004329_dqwy1ci.jpg|https://cdn.frazerphotos.com/22489/22489_4329_3852.jpg|https://cdn.frazerphotos.com/22489/22489_4329_3853.jpg|","Air Conditioning; Available; Power Steering; Tilt Wheel; AM/FM CD/MP3; Satellite; AM/FM CD/DVD; Passive sentry key; Dual Front Airbags; Passenger Sensor; Active Belts; All Wheel ABS; Retractable Roof Panel","ZERO","       0.00","https://youtu.be/cf7VRuvmClk","0","       0.00","    7500.00","     0","       0.00","       0.00","","Gasoline","","        "

"3GCPKSE31BG317050","CHEVROLET","SILVERADO 1500","LT","Automatic","4WD","Pick-Up","2011","4282","","GRAY","5.3L","8","ZERO","ZERO","    4500.00","227795"," 4/30/2025","Virtual Test Drive URL (The Nitty Gritty): https://youtu.be/cFActwcPORs         Just the Basics:         *Nice looking, lifted Chevy with normal Chevy cosmetic stuff         *Newer transmission-175K miles         *Drives good. Accelerates well. Stops solid.         *Tires-Matching @ Least 75% tread         *Obvious rear end damage-Tailgate doesn't open         *ABS/Trac Light     Needs a little bit of ''button love''-climate control, windows     4x4 seems to work, but service 4x4 light is on     *    Louder exhaust, rusty underneath","Used","No","https://cdn.frazerphotos.com/22489/22489_000004282_sm23x30.jpg|https://cdn.frazerphotos.com/22489/22489_000004282_z2zzeer.jpg|https://cdn.frazerphotos.com/22489/22489_000004282_wtpzyoa.jpg|https://cdn.frazerphotos.com/22489/22489_000004282_4pu9j1n.jpg|https://cdn.frazerphotos.com/22489/22489_000004282_gwo40fv.jpg|https://cdn.frazerphotos.com/22489/22489_000004282_p4dzusq.jpg|https://cdn.frazerphotos.com/22489/22489_000004282_iq31omn.jpg|https://cdn.frazerphotos.com/22489/22489_000004282_ozvrtah.jpg|https://cdn.frazerphotos.com/22489/22489_000004282_oem9ito.jpg|https://cdn.frazerphotos.com/22489/22489_000004282_sd0pzpv.jpg|https://cdn.frazerphotos.com/22489/22489_4282_3894.jpg|https://cdn.frazerphotos.com/22489/22489_4282_3895.jpg|","Air Conditioning; Power Windows; Power Locks; Power Steering; Tilt Wheel; AM/FM CD/MP3; Satellite; Active keyless entry; Daytime Running Lights; Dual Airbags Front Head and Side; Active Seatbelts; Passenger Airbag Sensor; Crew Cab; Short Bed; All Wheel ABS; 1/2 Ton","ZERO","       0.00","https://youtu.be/cFActwcPORs","0","       0.00","    4500.00","     0","       0.00","       0.00","","Gasoline","","        "

"2C3CDXGJ7JH230452","DODGE","CHARGER","R/T 392","Automatic","RWD","Sedan","2018","4252","BLACK","RED","6.4L","8","ZERO","ZERO","   22950.00","573"," 1/16/2025","","Used","No","https://cdn.frazerphotos.com/22489/22489_000004252_3n67mgp.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_ix642ns.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_dj3bj8h.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_o73docm.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_c7ujfhn.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_0uo8ajb.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_bucapii.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_9isg5hw.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_gnglhg7.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_hnemtzg.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_92ajjkt.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_zgyxcs4.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_kab6gud.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_5naaplm.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_fy6kkg0.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_q8c77ha.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_ywqceky.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_ctccbfw.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_y55lqw2.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_367hlu1.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_r7a8npz.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_l0fvs29.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_tvmf5fs.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_dkpfuoj.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_5uldp79.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_9zurr3q.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_gdayt27.jpg|https://cdn.frazerphotos.com/22489/22489_000004252_ib9fb34.jpg|","Air Conditioning; Power Windows; Power Locks; Power Steering; Tilt Wheel; AM/FM CD/MP3; Satellite; Sentry Key; Keyless Entry; Alarm; Daytime Running Lights; Dual Front Airbags; Side Airbags; Head Airbags; Rear Head Airbags; Active Seatbelts; All Wheel ABS","ZERO","       0.00","","0","       0.00","   22950.00","     0","       0.00","       0.00","","Gasoline","","        "

"2C4RC3BG8LR278357","CHRYSLER","PACIFICA","TOURING L","Automatic","AWD","Van","2020","4160","GRAY","GRAY","3.6L","6","ZERO","ZERO","   13500.00","206000"," 5/25/2024","","Used","No","https://cdn.frazerphotos.com/22489/22489_000004160_nom3r2g.jpg|https://cdn.frazerphotos.com/22489/22489_000004160_x4udfrr.jpg|https://cdn.frazerphotos.com/22489/22489_000004160_5ojclbl.jpg|https://cdn.frazerphotos.com/22489/22489_000004160_z59ax0s.jpg|https://cdn.frazerphotos.com/22489/22489_000004160_zmoa7ih.jpg|https://cdn.frazerphotos.com/22489/22489_000004160_vyzp67e.jpg|https://cdn.frazerphotos.com/22489/22489_000004160_uri4ouu.jpg|https://cdn.frazerphotos.com/22489/22489_000004160_k7n907e.jpg|https://cdn.frazerphotos.com/22489/22489_000004160_8auxgnk.jpg|https://cdn.frazerphotos.com/22489/22489_000004160_3w6j9dc.jpg|https://cdn.frazerphotos.com/22489/22489_000004160_mfwx9pz.jpg|https://cdn.frazerphotos.com/22489/22489_000004160_fch7lat.jpg|https://cdn.frazerphotos.com/22489/22489_000004160_hlkidh2.jpg|https://cdn.frazerphotos.com/22489/22489_000004160_vxqs7xz.jpg|https://cdn.frazerphotos.com/22489/22489_000004160_xycszng.jpg|https://cdn.frazerphotos.com/22489/22489_000004160_sbovwhb.jpg|https://cdn.frazerphotos.com/22489/22489_000004160_3tdywdt.jpg|","Air Conditioning; Power Windows; Power Locks; Power Steering; Tilt Wheel; AM/FM CD/MP3; Satellite; Sentry Key; Keyless Entry; Alarm; Daytime Running Lights; Dual Front Airbags; Side Airbags; Head Airbags; Rear Head Airbags; Active Seatbelts; All Wheel ABS","ZERO","       0.00","https://youtu.be/ioeQF6_2XbU","0","       0.00","   13500.00","     0","       0.00","       0.00","","Gasoline","","        "

"1GNFK16Z32J205848","CHEVROLET","SUBURBAN","1500","Automatic","4WD","SUV","2002","4341","TAN","TAN","5.3L","8","ZERO","ZERO","     999.00","229066","10/08/2025","Virtual Test Drive URL: https://youtu.be/p49SH88ej9s    Just the Basics:  *Body is in fairly good condition for it's age, but it IS redneck-ified  *Tires about 40%  *3rd row, Leather, 4x4, Captains seats, Sunroof  *229k miles  *5.3 Motor sounds good and drives smoothly up through first gear.  *Suspension and brakes seem solid.   *CEL-P502 and O2 sensors-Selling cheap until I get it fixed. I will be attempting to get it looked at as soon as I can, because I DON'T think it's a bad transmission.","Used","No","https://cdn.frazerphotos.com/22489/22489_000004341_g3j1owg.jpg|https://cdn.frazerphotos.com/22489/22489_000004341_ylvmae6.jpg|https://cdn.frazerphotos.com/22489/22489_000004341_gvrc2zn.jpg|https://cdn.frazerphotos.com/22489/22489_000004341_nb26gjh.jpg|https://cdn.frazerphotos.com/22489/22489_000004341_u0mpoft.jpg|https://cdn.frazerphotos.com/22489/22489_000004341_dj2lu7v.jpg|https://cdn.frazerphotos.com/22489/22489_000004341_7wxpg68.jpg|https://cdn.frazerphotos.com/22489/22489_000004341_vkq806f.jpg|https://cdn.frazerphotos.com/22489/22489_000004341_im793l0.jpg|https://cdn.frazerphotos.com/22489/22489_000004341_xiuxtn2.jpg|https://cdn.frazerphotos.com/22489/22489_000004341_d4zj7un.jpg|https://cdn.frazerphotos.com/22489/22489_000004341_kn3zqbj.jpg|https://cdn.frazerphotos.com/22489/22489_000004341_5fe6zem.jpg|https://cdn.frazerphotos.com/22489/22489_000004341_po1f5mu.jpg|https://cdn.frazerphotos.com/22489/22489_4341_3908.jpg|https://cdn.frazerphotos.com/22489/22489_4341_3909.jpg|","Air Conditioning; Power Windows; Power Locks; Power Steering; Tilt Wheel; AM/FM CD; Daytime Running Lights; Dual Air Bags Front and Sides; Active Belts; All Wheel ABS","ZERO","       0.00","https://youtu.be/p49SH88ej9s?si=LIuJjxVI_K8III2q","0","    2961.00","     999.00","     0","       0.00","       0.00","","Gasoline","","        "

"1G6KY5294RU843489","CADILLAC","SEVILLE","STS","Automatic","FWD","Sedan","1994","4339","TAN","GREEN","4.6L","8","ZERO","ZERO","    1100.00","129467","10/08/2025","Video Test Drive (The Nitty Gritty): https://youtu.be/u7LgzbUijWI         Just the Basics:         *Great acceleration! Drives, smooth. Brakes feel very good!         *Tires are about 55% all the way around         *Per AC, in 2001, odometer may not be accurate (according to auction)         *Cosmetic flaws         *Heat/AC? I don't know how to make it work #millenialproblems         *Not the prettiest, but it seems to get the job done        *We just replaced the coolant temp sensor (which is way down in the bottom of the motor)","Used","No","https://cdn.frazerphotos.com/22489/22489_000004339_rcgaefc.jpg|https://cdn.frazerphotos.com/22489/22489_000004339_wrkujrq.jpg|https://cdn.frazerphotos.com/22489/22489_000004339_51uxbye.jpg|https://cdn.frazerphotos.com/22489/22489_000004339_5ha6yc4.jpg|https://cdn.frazerphotos.com/22489/22489_000004339_gqiyimz.jpg|https://cdn.frazerphotos.com/22489/22489_000004339_dfggmjg.jpg|https://cdn.frazerphotos.com/22489/22489_000004339_aigof8f.jpg|https://cdn.frazerphotos.com/22489/22489_000004339_xrokfgy.jpg|https://cdn.frazerphotos.com/22489/22489_000004339_sk8ijjh.jpg|https://cdn.frazerphotos.com/22489/22489_000004339_yxqeesq.jpg|https://cdn.frazerphotos.com/22489/22489_000004339_c9747l5.jpg|https://cdn.frazerphotos.com/22489/22489_4339_3910.jpg|https://cdn.frazerphotos.com/22489/22489_4339_3911.jpg|","Air Conditioning; Power Windows; Power Locks; Power Steering; Tilt Wheel; AM/FM Cassette; AM/FM CD; Pass Key Security; Dual Front Air Bag; Active Belts; All Wheel ABS","ZERO","       0.00","https://youtu.be/u7LgzbUijWI","0","       0.00","    1100.00","     0","       0.00","       0.00","","Gasoline","","        "

"2CKDL43F286034467","PONTIAC","TORRENT","AWD","Automatic","AWD","SUV","2008","4350","BLACK","WHITE","3.4L","6","ZERO","ZERO","    2000.00","188534","10/29/2025","Virtual Test Drive URL ( The Nitty Gritty): https://youtu.be/ENTP_qYs_AA?si=hK43QDfSWOKMfb77        Just the Basics:        *Tires are about 40%    *    Heat, AC, Heated Seats, current oil change    *    Pretty decent little vehicle. Drives well. Good brakes.    *    Cosmetically a little rough         *LF window inop    *    Check engine light (evap code) and ABS light (probably indicates a speed sensor/wheel bearing issue)        *A little bit of an antifreeze smell when heat is on....common issue on Equinox/Torrents. I am hoping to blow out cooling system when I get a chance. Check with me on status.","Used","No","https://cdn.frazerphotos.com/22489/22489_000004350_s9zwfac.jpg|https://cdn.frazerphotos.com/22489/22489_000004350_igbaky5.jpg|https://cdn.frazerphotos.com/22489/22489_000004350_oowlpgc.jpg|https://cdn.frazerphotos.com/22489/22489_000004350_5wvmc7s.jpg|https://cdn.frazerphotos.com/22489/22489_000004350_edhyb88.jpg|https://cdn.frazerphotos.com/22489/22489_000004350_729js2q.jpg|https://cdn.frazerphotos.com/22489/22489_000004350_tco2q0j.jpg|https://cdn.frazerphotos.com/22489/22489_000004350_pkw0u93.jpg|https://cdn.frazerphotos.com/22489/22489_000004350_nfd6eq2.jpg|https://cdn.frazerphotos.com/22489/22489_000004350_r2ttju1.jpg|https://cdn.frazerphotos.com/22489/22489_000004350_a9r4zvg.jpg|https://cdn.frazerphotos.com/22489/22489_000004350_0cjx253.jpg|https://cdn.frazerphotos.com/22489/22489_000004350_6epncdb.jpg|https://cdn.frazerphotos.com/22489/22489_000004350_o3o4yuh.jpg|https://cdn.frazerphotos.com/22489/22489_4350_3963.jpg|https://cdn.frazerphotos.com/22489/22489_4350_3964.jpg|","Air Conditioning; Power Windows; Power Locks; Power Steering; Tilt Wheel; AM/FM CD/MP3; Satellite; AM/FM CD/DVD; Keyless Entry; Alarm; Daytime Running Lights; Dual Front Airbags; Passenger Sensor; Active Belts; All Wheel ABS","ZERO","       0.00","https://youtu.be/ENTP_qYs_AA","0","       0.00","    2000.00","     0","       0.00","       0.00","","Gasoline","","        "

